תאריך עדכון,קוד יישוב,שם יישוב,קוד רובע,שם רובע,חולים פעילים,"חולים חדשים ל-10,000 נפש",שיעור בדיקות חיוביות,יחס הכפלה,צבע לפי חישוב יומי,צבע לפי החלטת ממשלה,government_color_next_week,x,y
19/08/2021,1061,נוף הגליל,-999,לא רלוונטי,216,33.84982122,4.2,20.3,כתום,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,1284,נופית,-999,לא רלוונטי,15>,34.45635528,3.2,0,צהוב,צהוב,ציון 4.6 עד 6 - צבע צהוב,,
19/08/2021,3726,נוקדים,-999,לא רלוונטי,15>,19.3498452,2.7,0,ירוק,ירוק,ציון 1 עד 4.5 - צבע ירוק,,
19/08/2021,3726,נוקדים,-999,לא רלוונטי,15>,19.3498452,2.7,0,ירוק,ירוק,ציון 1 עד 4.5 - צבע ירוק,,
19/08/2021,3726,נוקדים,-999,לא רלוונטי,15>,19.3498452,2.7,0,ירוק,ירוק,ציון 1 עד 4.5 - צבע ירוק,,
19/08/2021,522,נחף,-999,לא רלוונטי,17,12.74076295,6.2,70,צהוב,ירוק,ציון 1 עד 4.5 - צבע ירוק,,
19/08/2021,351,ניצן,-999,לא רלוונטי,37,118.29653,10.2,76.5,אדום,אדום,ציון מעל 7.5 - צבע אדום,,
19/08/2021,7200,נס ציונה,-999,לא רלוונטי,386,56.0041162,4.1,33.5,כתום,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,3787,נעלה,-999,לא רלוונטי,16,50.73995772,5,20,צהוב,צהוב,ציון 4.6 עד 6 - צבע צהוב,,
19/08/2021,7300,נצרת,-999,לא רלוונטי,347,33.3187537,6.4,57,כתום,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,2500,נשר,-999,לא רלוונטי,140,42.59406189,4.8,56.9,כתום,צהוב,ציון 4.6 עד 6 - צבע צהוב,,
19/08/2021,246,נתיבות,-999,לא רלוונטי,388,75.27372263,10.5,40.8,אדום,אדום,ציון מעל 7.5 - צבע אדום,,
19/08/2021,7400,נתניה,74007701,מזרח העיר,520,93.18773745,7.7,20.4,אדום,,ציון מעל 7.5 - צבע אדום,,
19/08/2021,7400,נתניה,74007702,מרכז דרום,323,86.5322304,10.3,0,אדום,,ציון מעל 7.5 - צבע אדום,,
19/08/2021,7400,נתניה,74007703,מרכז צפון,332,78.79683297,8.8,-6.7,כתום,,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,7400,נתניה,74007704,רצועת חוף דרום,403,63.21381142,5.9,-15.9,כתום,,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,7400,נתניה,74007705,רצועת חוף צפון,546,58.43810873,7.1,11.1,כתום,,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,7400,נתניה,74007706,שכונות הדרום,467,90.08506484,10.4,32.9,כתום,,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,525,סאג'ור,-999,לא רלוונטי,15>,22.93577982,6.8,0,צהוב,צהוב,ציון 4.6 עד 6 - צבע צהוב,,
19/08/2021,587,סביון,-999,לא רלוונטי,26,42.02719407,2.6,-15,צהוב,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,526,סולם,-999,לא רלוונטי,15>,30.21148036,4.8,0,צהוב,צהוב,ציון 4.6 עד 6 - צבע צהוב,,
19/08/2021,7500,סח'נין,-999,לא רלוונטי,138,31.34698945,6.5,38.4,כתום,צהוב,ציון 4.6 עד 6 - צבע צהוב,,
19/08/2021,1245,סלמה,-999,לא רלוונטי,15>,11.76816711,4,0,ירוק,ירוק,ציון 1 עד 4.5 - צבע ירוק,,
19/08/2021,4501,ע'ג'ר,-999,לא רלוונטי,0,0,0,0,ירוק,ירוק,ציון 1 עד 4.5 - צבע ירוק,,
19/08/2021,528,עוזייר,-999,לא רלוונטי,15>,8.923259964,2.7,0,ירוק,ירוק,ציון 1 עד 4.5 - צבע ירוק,,
19/08/2021,666,עומר,-999,לא רלוונטי,55,40.95653323,3.1,-26.2,אדום,אדום,ציון מעל 7.5 - צבע אדום,,
19/08/2021,530,עיילבון,-999,לא רלוונטי,18,24.21726345,2.5,40,צהוב,צהוב,ציון 4.6 עד 6 - צבע צהוב,,
19/08/2021,511,עילוט,-999,לא רלוונטי,15>,11.72745397,3.7,0,ירוק,ירוק,ציון 1 עד 4.5 - צבע ירוק,,
19/08/2021,532,עין מאהל,-999,לא רלוונטי,16,5.906238464,2,-23.1,ירוק,ירוק,ציון 1 עד 4.5 - צבע ירוק,,
19/08/2021,521,עין נקובא,-999,לא רלוונטי,15>,0,0,0,ירוק,צהוב,ציון 4.6 עד 6 - צבע צהוב,,
19/08/2021,4502,עין קנייא,-999,לא רלוונטי,15>,4.666355576,4.3,0,ירוק,ירוק,ציון 1 עד 4.5 - צבע ירוק,,
19/08/2021,7600,עכו,-999,לא רלוונטי,382,59.57549932,7.7,56.1,אדום,אדום,ציון מעל 7.5 - צבע אדום,,
19/08/2021,3765,עלי,-999,לא רלוונטי,26,42.36343367,3.9,58.3,כתום,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,3727,עלי זהב,-999,לא רלוונטי,31,39.23620194,2.8,-62.5,צהוב,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,3660,עמנואל,-999,לא רלוונטי,23,19.27246447,6.5,-50,כתום,אדום,ציון מעל 7.5 - צבע אדום,,
19/08/2021,534,עספיא,-999,לא רלוונטי,29,19.81453594,6.3,66.7,צהוב,צהוב,ציון 4.6 עד 6 - צבע צהוב,,
19/08/2021,7700,עפולה,-999,לא רלוונטי,533,68.43290409,7.3,14.4,אדום,אדום,ציון מעל 7.5 - צבע אדום,,
19/08/2021,3617,עפרה,-999,לא רלוונטי,23,48.49660524,4.7,0,אדום,אדום,ציון מעל 7.5 - צבע אדום,,
19/08/2021,3778,עץ אפרים,-999,לא רלוונטי,32,117.4089069,8.8,190,אדום,אדום,ציון מעל 7.5 - צבע אדום,,
19/08/2021,531,עראבה,-999,לא רלוונטי,94,25.11989039,5.6,-5.7,כתום,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,2560,ערד,-999,לא רלוונטי,589,189.9153478,14.2,333.6,אדום,אדום,ציון מעל 7.5 - צבע אדום,,
19/08/2021,637,ערערה,-999,לא רלוונטי,57,14.88736533,5.4,52,צהוב,צהוב,ציון 4.6 עד 6 - צבע צהוב,,
19/08/2021,637,ערערה,-999,לא רלוונטי,57,14.88736533,5.4,52,צהוב,צהוב,ציון 4.6 עד 6 - צבע צהוב,,
19/08/2021,1192,ערערה-בנגב,-999,לא רלוונטי,16,6.864867719,4.6,30,ירוק,ירוק,ציון 1 עד 4.5 - צבע ירוק,,
19/08/2021,53,עתלית,-999,לא רלוונטי,99,86.45533141,6.1,86.7,אדום,אדום,ציון מעל 7.5 - צבע אדום,,
19/08/2021,3768,פדואל,-999,לא רלוונטי,15>,44.22604423,2.4,-9.1,כתום,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,537,פוריידיס,-999,לא רלוונטי,39,20.83488355,6.8,-3.4,צהוב,צהוב,ציון 4.6 עד 6 - צבע צהוב,,
19/08/2021,3659,פסגות,-999,לא רלוונטי,15>,0,0,0,ירוק,צהוב,ציון 4.6 עד 6 - צבע צהוב,,
19/08/2021,535,פסוטה,-999,לא רלוונטי,15>,21.96422968,5.7,0,צהוב,צהוב,ציון 4.6 עד 6 - צבע צהוב,,
19/08/2021,536,פקיעין (בוקייעה),-999,לא רלוונטי,22,20.18163471,4.8,20,כתום,צהוב,ציון 4.6 עד 6 - צבע צהוב,,
19/08/2021,536,פקיעין (בוקייעה),-999,לא רלוונטי,22,20.18163471,4.8,20,כתום,צהוב,ציון 4.6 עד 6 - צבע צהוב,,
19/08/2021,7800,פרדס חנה-כרכור,-999,לא רלוונטי,404,60.25752646,4.7,38.4,כתום,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,171,פרדסיה,-999,לא רלוונטי,38,43.62870468,3.1,31.8,צהוב,צהוב,ציון 4.6 עד 6 - צבע צהוב,,
19/08/2021,7900,פתח תקווה,79007701,1,19,33.51955307,3.7,20,כתום,,ציון 4.6 עד 6 - צבע צהוב,,
19/08/2021,7900,פתח תקווה,79007702,2,297,52.59356237,3.9,42.1,כתום,,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,7900,פתח תקווה,79007704,4,278,55.30591082,7.4,2.7,אדום,,ציון מעל 7.5 - צבע אדום,,
19/08/2021,7900,פתח תקווה,79007705,5,354,52.58432731,5.8,19.4,כתום,,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,7900,פתח תקווה,79007706,6,278,63.68402432,6.6,8.2,אדום,,ציון מעל 7.5 - צבע אדום,,
19/08/2021,7900,פתח תקווה,79007707,7,239,46.18463591,4.1,25.9,כתום,,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,7900,פתח תקווה,79007708,8,263,71.9335235,7.3,-5.4,אדום,,ציון מעל 7.5 - צבע אדום,,
19/08/2021,7900,פתח תקווה,79007709,9,300,82.58368972,7.9,13.1,אדום,,ציון מעל 7.5 - צבע אדום,,
19/08/2021,3791,צופים,-999,לא רלוונטי,21,81.83306056,7.7,100,אדום,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,1113,צור הדסה,-999,לא רלוונטי,22,10.36717063,1.5,-33.3,צהוב,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,1345,צור יצחק,-999,לא רלוונטי,29,33.40926348,2.1,-4.3,צהוב,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,276,צור משה,-999,לא רלוונטי,15>,24.11817908,2.4,-9.1,צהוב,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,8000,צפת,-999,לא רלוונטי,302,58.47953216,10.2,26,אדום,אדום,ציון מעל 7.5 - צבע אדום,,
19/08/2021,3557,קדומים,-999,לא רלוונטי,44,63.33260537,3.5,81.3,אדום,אדום,ציון מעל 7.5 - צבע אדום,,
19/08/2021,195,קדימה-צורן,-999,לא רלוונטי,177,56.80066928,5.1,22.9,כתום,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,195,קדימה-צורן,-999,לא רלוונטי,177,56.80066928,5.1,22.9,כתום,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,964,קודייראת א-צאנע(שבט),-999,לא רלוונטי,15>,7.371913011,13.3,0,ירוק,ירוק,ציון 1 עד 4.5 - צבע ירוק,,
19/08/2021,1167,קיסריה,-999,לא רלוונטי,46,66.02426838,5.1,131.3,אדום,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,1167,קיסריה,-999,לא רלוונטי,46,66.02426838,5.1,131.3,אדום,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,638,קלנסווה,-999,לא רלוונטי,33,8.521153764,1.9,-25.9,ירוק,ירוק,ציון 1 עד 4.5 - צבע ירוק,,
19/08/2021,1243,קציר,-999,לא רלוונטי,15>,27.05444707,3.4,0,צהוב,צהוב,ציון 4.6 עד 6 - צבע צהוב,,
19/08/2021,1347,קצר א-סר,-999,לא רלוונטי,15>,0,0,0,ירוק,ירוק,ציון 1 עד 4.5 - צבע ירוק,,
19/08/2021,4100,קצרין,-999,לא רלוונטי,55,59.94405222,8.8,221.4,אדום,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,2620,קרית אונו,-999,לא רלוונטי,272,49.53651479,4.1,0,כתום,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,3611,קרית ארבע,-999,לא רלוונטי,38,42.19983665,6.6,181.8,כתום,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,3611,קרית ארבע,-999,לא רלוונטי,38,42.19983665,6.6,181.8,כתום,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,6800,קרית אתא,-999,לא רלוונטי,535,72.01767553,7.8,58.1,אדום,אדום,ציון מעל 7.5 - צבע אדום,,
19/08/2021,6800,קרית אתא,-999,לא רלוונטי,535,72.01767553,7.8,58.1,אדום,אדום,ציון מעל 7.5 - צבע אדום,,
19/08/2021,6800,קרית אתא,-999,לא רלוונטי,535,72.01767553,7.8,58.1,אדום,אדום,ציון מעל 7.5 - צבע אדום,,
19/08/2021,9500,קרית ביאליק,-999,לא רלוונטי,379,66.99483732,6.6,40.2,אדום,אדום,ציון מעל 7.5 - צבע אדום,,
19/08/2021,2630,קרית גת,-999,לא רלוונטי,947,127.0708796,11.8,77.1,אדום,אדום,ציון מעל 7.5 - צבע אדום,,
19/08/2021,2300,קרית טבעון,-999,לא רלוונטי,81,30.65805321,3,-21.1,כתום,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,9600,קרית ים,-999,לא רלוונטי,337,63.72337455,7.3,16.2,כתום,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,1137,קרית יערים,-999,לא רלוונטי,65,83.17338452,14.1,44.4,אדום,אדום,ציון מעל 7.5 - צבע אדום,,
19/08/2021,1137,קרית יערים,-999,לא רלוונטי,65,83.17338452,14.1,44.4,אדום,אדום,ציון מעל 7.5 - צבע אדום,,
19/08/2021,8200,קרית מוצקין,-999,לא רלוונטי,451,76.76909879,6.5,72.8,אדום,אדום,ציון מעל 7.5 - צבע אדום,,
19/08/2021,1034,קרית מלאכי,-999,לא רלוונטי,395,112.5441551,11.8,-25.7,אדום,אדום,ציון מעל 7.5 - צבע אדום,,
19/08/2021,469,קרית עקרון,-999,לא רלוונטי,150,86.09751677,8.4,2.2,אדום,אדום,ציון מעל 7.5 - צבע אדום,,
19/08/2021,2800,קרית שמונה,-999,לא רלוונטי,78,28.03738318,4.4,96.9,כתום,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,3640,קרני שומרון,-999,לא רלוונטי,53,28.44500632,2.7,-41.3,כתום,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,543,ראמה,-999,לא רלוונטי,33,39.93301559,5.9,138.5,כתום,צהוב,ציון 4.6 עד 6 - צבע צהוב,,
19/08/2021,2640,ראש העין,-999,לא רלוונטי,569,65.93700343,5.8,44.2,כתום,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,26,ראש פינה,-999,לא רלוונטי,27,55.67584287,6,-14.3,אדום,אדום,ציון מעל 7.5 - צבע אדום,,
19/08/2021,8300,ראשון לציון,83007701,מזרח,347,75.09386733,6.9,18.8,אדום,,ציון מעל 7.5 - צבע אדום,,
19/08/2021,8300,ראשון לציון,83007702,מערב,260,59.40709959,6,78.1,כתום,,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,8300,ראשון לציון,83007703,מרכז,416,75.46233089,7.2,61.7,אדום,,ציון מעל 7.5 - צבע אדום,,
19/08/2021,8300,ראשון לציון,83007704,צפון,207,45.45605362,4.6,20.2,כתום,,ציון מעל 7.5 - צבע אדום,,
19/08/2021,8300,ראשון לציון,83007705,קריות,358,66.63784114,6.2,48.9,אדום,,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,8300,ראשון לציון,83007706,ראשונים,246,70.96925972,6.3,38.2,אדום,,ציון מעל 7.5 - צבע אדום,,
19/08/2021,8300,ראשון לציון,83007707,רמז-כצנלסון,285,64.21744325,5.6,69.3,אדום,,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,8300,ראשון לציון,83007708,רמת אליהו ונוה ים,293,79.79612299,8.3,45.8,אדום,,ציון מעל 7.5 - צבע אדום,,
19/08/2021,3795,רבבה,-999,לא רלוונטי,18,49.94648591,4.2,40,כתום,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,1161,רהט,-999,לא רלוונטי,118,10.58761249,5.3,90.2,צהוב,צהוב,ציון 4.6 עד 6 - צבע צהוב,,
19/08/2021,997,רומת הייב,-999,לא רלוונטי,15>,14.3129771,5,0,ירוק,ירוק,ציון 1 עד 4.5 - צבע ירוק,,
19/08/2021,8400,רחובות,-999,לא רלוונטי,1646,85.01296054,7.6,65.3,אדום,אדום,ציון מעל 7.5 - צבע אדום,,
19/08/2021,542,ריינה,-999,לא רלוונטי,52,21.95045469,6.9,90.9,צהוב,צהוב,ציון 4.6 עד 6 - צבע צהוב,,
19/08/2021,922,רכסים,-999,לא רלוונטי,256,175.066313,18.3,450,אדום,אדום,ציון מעל 7.5 - צבע אדום,,
19/08/2021,8500,רמלה,-999,לא רלוונטי,761,71.25859849,8.8,15.6,אדום,אדום,ציון מעל 7.5 - צבע אדום,,
19/08/2021,8600,רמת גן,-999,לא רלוונטי,1179,52.95479352,4.8,47.2,כתום,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,2650,רמת השרון,-999,לא רלוונטי,374,59.18032096,4.1,42.6,כתום,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,122,רמת ישי,-999,לא רלוונטי,43,39.26038501,3.3,19.2,כתום,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,8700,רעננה,-999,לא רלוונטי,681,56.65427896,4,24.6,כתום,אדום,ציון מעל 7.5 - צבע אדום,,
19/08/2021,913,שבלי - אום אל-גנם,-999,לא רלוונטי,15>,16.24167614,3.7,0,צהוב,צהוב,ציון 4.6 עד 6 - צבע צהוב,,
19/08/2021,1286,שגב-שלום,-999,לא רלוונטי,15>,6.179378531,2.5,0,ירוק,ירוק,ציון 1 עד 4.5 - צבע ירוק,,
19/08/2021,1031,שדרות,-999,לא רלוונטי,284,76.12720163,8.9,39.2,כתום,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,1304,שוהם,-999,לא רלוונטי,144,53.73531789,4,22.8,כתום,אדום,ציון מעל 7.5 - צבע אדום,,
19/08/2021,658,שייח' דנון,-999,לא רלוונטי,0,0,0,0,ירוק,ירוק,ציון 1 עד 4.5 - צבע ירוק,,
19/08/2021,3641,שילה,-999,לא רלוונטי,15>,15.24390244,2.4,0,צהוב,צהוב,ציון 4.6 עד 6 - צבע צהוב,,
19/08/2021,812,שלומי,-999,לא רלוונטי,70,83.13539192,10.2,24.4,כתום,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,1337,שמשית,-999,לא רלוונטי,15>,23.82843527,2.4,0,צהוב,צהוב,ציון 4.6 עד 6 - צבע צהוב,,
19/08/2021,538,שעב,-999,לא רלוונטי,15>,9.719522355,2.8,-9.1,צהוב,צהוב,ציון 4.6 עד 6 - צבע צהוב,,
19/08/2021,538,שעב,-999,לא רלוונטי,15>,9.719522355,2.8,-9.1,צהוב,צהוב,ציון 4.6 עד 6 - צבע צהוב,,
19/08/2021,3720,שערי תקווה,-999,לא רלוונטי,38,47.94180856,4.6,52.6,כתום,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,8800,שפרעם,-999,לא רלוונטי,120,21.46226415,5.7,28.2,כתום,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,763,שתולים,-999,לא רלוונטי,15>,47.77830865,4.9,-23.1,כתום,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,5000,תל אביב - יפו,50007711,רובע 1 מערב,208,43.3575595,3.2,-10.9,כתום,,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,5000,תל אביב - יפו,50007712,רובע 1 מזרח,231,42.0775466,3.2,23.5,כתום,,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,5000,תל אביב - יפו,50007721,רובע 2 מערב,125,37.71842044,2.8,6.5,צהוב,,ציון 4.6 עד 6 - צבע צהוב,,
19/08/2021,5000,תל אביב - יפו,50007722,רובע 2 מזרח,240,56.66520569,3.9,15.3,כתום,,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,5000,תל אביב - יפו,50007731,רובע 3 צפון,247,45.16217326,3.4,21.3,כתום,,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,5000,תל אביב - יפו,50007732,רובע 3 דרום,213,54.35147286,4.1,52.8,כתום,,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,5000,תל אביב - יפו,50007740,רובע 4,297,38.64002273,2.7,4.6,כתום,,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,5000,תל אביב - יפו,50007751,רובע 5,412,55.54626688,4.3,40.4,כתום,,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,5000,תל אביב - יפו,50007771,רובע 7 מערב,183,48.67476728,5.5,124.6,כתום,,ציון 4.6 עד 6 - צבע צהוב,,
19/08/2021,5000,תל אביב - יפו,50007772,רובע 7 מזרח,223,56.57553747,7.2,58.2,אדום,,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,5000,תל אביב - יפו,50007780,רובע 8,328,46.32220957,7.7,37.1,כתום,,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,5000,תל אביב - יפו,50007791,רובע 9 צפון,284,59.80861244,5.3,20.1,כתום,,ציון מעל 7.5 - צבע אדום,,
19/08/2021,5000,תל אביב - יפו,50007792,רובע 9 דרום,430,49.77718783,7.1,-5.7,כתום,,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,154,תל מונד,-999,לא רלוונטי,118,59.43094867,3.7,95.1,אדום,כתום,ציון 6.1 עד 7.5 - צבע כתום,,
19/08/2021,1054,תל שבע,-999,לא רלוונטי,27,8.360039014,4.8,80,ירוק,ירוק,ציון 1 עד 4.5 - צבע ירוק,,
19/08/2021,709,תפרח,-999,לא רלוונטי,16,53.49977708,14,20,צהוב,צהוב,ציון 4.6 עד 6 - צבע צהוב,,
19/08/2021,3563,תקוע,-999,לא רלוונטי,17,31.04106972,3.2,30,צהוב,צהוב,ציון 4.6 עד 6 - צבע צהוב,,
19/08/2021,3563,תקוע,-999,לא רלוונטי,17,31.04106972,3.2,30,צהוב,צהוב,ציון 4.6 עד 6 - צבע צהוב,,